# JD  RA Dec
2458014.500000000     175.44270   1.97303
2458015.500000000     176.33959   1.58564
2458016.500000000     177.23664   1.19765
2458017.500000000     178.13394   0.80914
2458018.500000000     179.03155   0.42022
2458019.500000000     179.92954   0.03099
2458020.500000000     180.82798  -0.35846
2458021.500000000     181.72695  -0.74803
2458022.500000000     182.62653  -1.13761
2458023.500000000     183.52679  -1.52711
2458024.500000000     184.42782  -1.91643
2458025.500000000     185.32970  -2.30548
2458026.500000000     186.23252  -2.69415
2458027.500000000     187.13636  -3.08235
2458028.500000000     188.04132  -3.46998
2458029.500000000     188.94749  -3.85695
2458030.500000000     189.85496  -4.24315
2458031.500000000     190.76383  -4.62850
2458032.500000000     191.67420  -5.01290
2458033.500000000     192.58617  -5.39625
2458034.500000000     193.49984  -5.77846
2458035.500000000     194.41532  -6.15943
2458036.500000000     195.33269  -6.53908
2458037.500000000     196.25206  -6.91730
2458038.500000000     197.17351  -7.29399
2458039.500000000     198.09711  -7.66905
2458040.500000000     199.02296  -8.04239
2458041.500000000     199.95112  -8.41388
2458042.500000000     200.88165  -8.78344
2458043.500000000     201.81461  -9.15094
2458044.500000000     202.75007  -9.51627
2458045.500000000     203.68808  -9.87933
2458046.500000000     204.62870 -10.24001
2458047.500000000     205.57197 -10.59818
2458048.500000000     206.51795 -10.95373
2458049.500000000     207.46669 -11.30655
2458050.500000000     208.41824 -11.65653
2458051.500000000     209.37265 -12.00356
2458052.500000000     210.32998 -12.34751
2458053.500000000     211.29026 -12.68828
2458054.500000000     212.25356 -13.02575
2458055.500000000     213.21992 -13.35981
2458056.500000000     214.18939 -13.69035
2458057.500000000     215.16202 -14.01725
2458058.500000000     216.13785 -14.34040
2458059.500000000     217.11695 -14.65970
2458060.500000000     218.09935 -14.97503
2458061.500000000     219.08511 -15.28629
2458062.500000000     220.07428 -15.59336
2458063.500000000     221.06691 -15.89615
2458064.500000000     222.06306 -16.19455
2458065.500000000     223.06275 -16.48844
2458066.500000000     224.06602 -16.77773
2458067.500000000     225.07289 -17.06231
2458068.500000000     226.08338 -17.34206
2458069.500000000     227.09750 -17.61688
2458070.500000000     228.11524 -17.88665
2458071.500000000     229.13658 -18.15126
2458072.500000000     230.16152 -18.41061
2458073.500000000     231.19003 -18.66457
2458074.500000000     232.22208 -18.91305
2458075.500000000     233.25764 -19.15593
2458076.500000000     234.29666 -19.39309
2458077.500000000     235.33910 -19.62444
2458078.500000000     236.38492 -19.84987
2458079.500000000     237.43406 -20.06927
2458080.500000000     238.48647 -20.28253
2458081.500000000     239.54210 -20.48957
2458082.500000000     240.60087 -20.69028
2458083.500000000     241.66272 -20.88456
2458084.500000000     242.72760 -21.07233
2458085.500000000     243.79541 -21.25349
2458086.500000000     244.86611 -21.42794
2458087.500000000     245.93960 -21.59562
2458088.500000000     247.01583 -21.75643
2458089.500000000     248.09471 -21.91030
2458090.500000000     249.17618 -22.05716
2458091.500000000     250.26016 -22.19692
2458092.500000000     251.34658 -22.32953
2458093.500000000     252.43537 -22.45492
2458094.500000000     253.52643 -22.57303
2458095.500000000     254.61968 -22.68379
2458096.500000000     255.71502 -22.78715
2458097.500000000     256.81233 -22.88306
2458098.500000000     257.91149 -22.97146
2458099.500000000     259.01238 -23.05231
2458100.500000000     260.11485 -23.12555
2458101.500000000     261.21878 -23.19115
2458102.500000000     262.32403 -23.24906
2458103.500000000     263.43043 -23.29925
2458104.500000000     264.53785 -23.34170
2458105.500000000     265.64612 -23.37636
2458106.500000000     266.75510 -23.40322
2458107.500000000     267.86464 -23.42227
2458108.500000000     268.97457 -23.43348
2458109.500000000     270.08473 -23.43684
2458110.500000000     271.19498 -23.43236
2458111.500000000     272.30515 -23.42002
2458112.500000000     273.41510 -23.39984
2458113.500000000     274.52467 -23.37182
2458114.500000000     275.63372 -23.33597
2458115.500000000     276.74210 -23.29231
2458116.500000000     277.84967 -23.24086
2458117.500000000     278.95631 -23.18164
2458118.500000000     280.06189 -23.11469
2458119.500000000     281.16629 -23.04004
2458120.500000000     282.26940 -22.95772
2458121.500000000     283.37113 -22.86778
2458122.500000000     284.47136 -22.77025
2458123.500000000     285.57001 -22.66519
2458124.500000000     286.66696 -22.55265
2458125.500000000     287.76212 -22.43268
2458126.500000000     288.85537 -22.30535
2458127.500000000     289.94661 -22.17070
2458128.500000000     291.03574 -22.02880
2458129.500000000     292.12263 -21.87973
2458130.500000000     293.20720 -21.72356
2458131.500000000     294.28933 -21.56035
2458132.500000000     295.36893 -21.39019
2458133.500000000     296.44590 -21.21316
2458134.500000000     297.52014 -21.02934
2458135.500000000     298.59156 -20.83881
2458136.500000000     299.66009 -20.64167
2458137.500000000     300.72563 -20.43801
2458138.500000000     301.78812 -20.22792
2458139.500000000     302.84747 -20.01150
2458140.500000000     303.90363 -19.78885
2458141.500000000     304.95653 -19.56006
2458142.500000000     306.00613 -19.32525
2458143.500000000     307.05237 -19.08450
2458144.500000000     308.09522 -18.83795
2458145.500000000     309.13466 -18.58567
2458146.500000000     310.17066 -18.32779
2458147.500000000     311.20322 -18.06441
2458148.500000000     312.23233 -17.79564
2458149.500000000     313.25801 -17.52159
2458150.500000000     314.28028 -17.24236
2458151.500000000     315.29915 -16.95806
2458152.500000000     316.31466 -16.66880
2458153.500000000     317.32683 -16.37468
2458154.500000000     318.33567 -16.07583
2458155.500000000     319.34122 -15.77234
2458156.500000000     320.34349 -15.46434
2458157.500000000     321.34251 -15.15194
2458158.500000000     322.33830 -14.83525
2458159.500000000     323.33089 -14.51438
2458160.500000000     324.32030 -14.18946
2458161.500000000     325.30655 -13.86060
2458162.500000000     326.28968 -13.52791
2458163.500000000     327.26972 -13.19151
2458164.500000000     328.24670 -12.85153
2458165.500000000     329.22064 -12.50807
2458166.500000000     330.19160 -12.16127
2458167.500000000     331.15959 -11.81123
2458168.500000000     332.12467 -11.45808
2458169.500000000     333.08688 -11.10193
2458170.500000000     334.04625 -10.74291
2458171.500000000     335.00285 -10.38113
2458172.500000000     335.95672 -10.01671
2458173.500000000     336.90793  -9.64976
2458174.500000000     337.85655  -9.28041
2458175.500000000     338.80264  -8.90876
2458176.500000000     339.74629  -8.53492
2458177.500000000     340.68759  -8.15901
2458178.500000000     341.62662  -7.78112
2458179.500000000     342.56347  -7.40137
2458180.500000000     343.49826  -7.01986
2458181.500000000     344.43106  -6.63669
2458182.500000000     345.36198  -6.25196
2458183.500000000     346.29112  -5.86579
2458184.500000000     347.21855  -5.47827
2458185.500000000     348.14436  -5.08950
2458186.500000000     349.06865  -4.69960
2458187.500000000     349.99148  -4.30866
2458188.500000000     350.91295  -3.91679
2458189.500000000     351.83314  -3.52410
2458190.500000000     352.75212  -3.13069
2458191.500000000     353.66996  -2.73668
2458192.500000000     354.58675  -2.34215
2458193.500000000     355.50256  -1.94723
2458194.500000000     356.41746  -1.55201
2458195.500000000     357.33151  -1.15661
2458196.500000000     358.24480  -0.76113
2458197.500000000     359.15739  -0.36568
2458198.500000000       0.06934   0.02963
2458199.500000000       0.98073   0.42470
2458200.500000000       1.89164   0.81942
2458201.500000000       2.80213   1.21368
2458202.500000000       3.71229   1.60739
2458203.500000000       4.62220   2.00044
2458204.500000000       5.53195   2.39273
2458205.500000000       6.44163   2.78416
2458206.500000000       7.35133   3.17464
2458207.500000000       8.26116   3.56408
2458208.500000000       9.17122   3.95239
2458209.500000000      10.08159   4.33946
2458210.500000000      10.99239   4.72523
2458211.500000000      11.90370   5.10958
2458212.500000000      12.81562   5.49243
2458213.500000000      13.72824   5.87370
2458214.500000000      14.64164   6.25328
2458215.500000000      15.55591   6.63109
2458216.500000000      16.47113   7.00703
2458217.500000000      17.38736   7.38101
2458218.500000000      18.30469   7.75293
2458219.500000000      19.22317   8.12271
2458220.500000000      20.14289   8.49024
2458221.500000000      21.06389   8.85542
2458222.500000000      21.98625   9.21817
2458223.500000000      22.91000   9.57838
2458224.500000000      23.83521   9.93596
2458225.500000000      24.76192  10.29081
2458226.500000000      25.69018  10.64282
2458227.500000000      26.62001  10.99189
2458228.500000000      27.55148  11.33794
2458229.500000000      28.48461  11.68086
2458230.500000000      29.41946  12.02054
2458231.500000000      30.35607  12.35691
2458232.500000000      31.29448  12.68986
2458233.500000000      32.23476  13.01930
2458234.500000000      33.17696  13.34515
2458235.500000000      34.12113  13.66731
2458236.500000000      35.06733  13.98570
2458237.500000000      36.01561  14.30024
2458238.500000000      36.96603  14.61084
2458239.500000000      37.91864  14.91742
2458240.500000000      38.87348  15.21989
2458241.500000000      39.83061  15.51817
2458242.500000000      40.79005  15.81219
2458243.500000000      41.75184  16.10184
2458244.500000000      42.71602  16.38706
2458245.500000000      43.68260  16.66776
2458246.500000000      44.65161  16.94385
2458247.500000000      45.62306  17.21526
2458248.500000000      46.59697  17.48190
2458249.500000000      47.57332  17.74368
2458250.500000000      48.55213  18.00053
2458251.500000000      49.53339  18.25235
2458252.500000000      50.51708  18.49908
2458253.500000000      51.50317  18.74062
2458254.500000000      52.49164  18.97690
2458255.500000000      53.48245  19.20782
2458256.500000000      54.47557  19.43332
2458257.500000000      55.47095  19.65330
2458258.500000000      56.46856  19.86769
2458259.500000000      57.46836  20.07642
2458260.500000000      58.47030  20.27942
2458261.500000000      59.47437  20.47660
2458262.500000000      60.48051  20.66792
2458263.500000000      61.48871  20.85330
2458264.500000000      62.49892  21.03268
2458265.500000000      63.51111  21.20600
2458266.500000000      64.52525  21.37321
2458267.500000000      65.54130  21.53424
2458268.500000000      66.55921  21.68906
2458269.500000000      67.57895  21.83759
2458270.500000000      68.60047  21.97980
2458271.500000000      69.62371  22.11564
2458272.500000000      70.64862  22.24506
2458273.500000000      71.67514  22.36802
2458274.500000000      72.70320  22.48446
2458275.500000000      73.73274  22.59436
2458276.500000000      74.76367  22.69767
2458277.500000000      75.79593  22.79436
2458278.500000000      76.82943  22.88439
2458279.500000000      77.86407  22.96772
2458280.500000000      78.89977  23.04433
2458281.500000000      79.93643  23.11419
2458282.500000000      80.97392  23.17727
2458283.500000000      82.01215  23.23354
2458284.500000000      83.05100  23.28298
2458285.500000000      84.09034  23.32558
2458286.500000000      85.13005  23.36131
2458287.500000000      86.17002  23.39016
2458288.500000000      87.21014  23.41213
2458289.500000000      88.25031  23.42720
2458290.500000000      89.29042  23.43537
2458291.500000000      90.33037  23.43665
2458292.500000000      91.37008  23.43103
2458293.500000000      92.40946  23.41852
2458294.500000000      93.44841  23.39914
2458295.500000000      94.48686  23.37288
2458296.500000000      95.52472  23.33978
2458297.500000000      96.56191  23.29984
2458298.500000000      97.59834  23.25308
2458299.500000000      98.63395  23.19953
2458300.500000000      99.66866  23.13920
2458301.500000000     100.70237  23.07213
2458302.500000000     101.73503  22.99834
2458303.500000000     102.76654  22.91787
2458304.500000000     103.79684  22.83075
2458305.500000000     104.82584  22.73701
2458306.500000000     105.85348  22.63668
2458307.500000000     106.87967  22.52982
2458308.500000000     107.90434  22.41646
2458309.500000000     108.92740  22.29665
2458310.500000000     109.94877  22.17042
2458311.500000000     110.96837  22.03784
2458312.500000000     111.98610  21.89896
2458313.500000000     113.00189  21.75382
2458314.500000000     114.01564  21.60249
2458315.500000000     115.02728  21.44502
2458316.500000000     116.03673  21.28148
2458317.500000000     117.04393  21.11192
2458318.500000000     118.04882  20.93641
2458319.500000000     119.05137  20.75502
2458320.500000000     120.05153  20.56781
2458321.500000000     121.04926  20.37486
2458322.500000000     122.04455  20.17622
2458323.500000000     123.03736  19.97197
2458324.500000000     124.02770  19.76218
2458325.500000000     125.01554  19.54693
2458326.500000000     126.00087  19.32628
2458327.500000000     126.98370  19.10030
2458328.500000000     127.96403  18.86908
2458329.500000000     128.94185  18.63269
2458330.500000000     129.91718  18.39120
2458331.500000000     130.89002  18.14469
2458332.500000000     131.86038  17.89323
2458333.500000000     132.82829  17.63691
2458334.500000000     133.79374  17.37579
2458335.500000000     134.75676  17.10997
2458336.500000000     135.71736  16.83953
2458337.500000000     136.67555  16.56453
2458338.500000000     137.63135  16.28507
2458339.500000000     138.58477  16.00123
2458340.500000000     139.53580  15.71309
2458341.500000000     140.48447  15.42075
2458342.500000000     141.43076  15.12430
2458343.500000000     142.37470  14.82381
2458344.500000000     143.31628  14.51940
2458345.500000000     144.25554  14.21114
2458346.500000000     145.19249  13.89913
2458347.500000000     146.12717  13.58345
2458348.500000000     147.05961  13.26421
2458349.500000000     147.98988  12.94148
2458350.500000000     148.91801  12.61535
2458351.500000000     149.84405  12.28592
2458352.500000000     150.76808  11.95327
2458353.500000000     151.69015  11.61748
2458354.500000000     152.61032  11.27865
2458355.500000000     153.52868  10.93685
2458356.500000000     154.44528  10.59219
2458357.500000000     155.36020  10.24473
2458358.500000000     156.27351   9.89457
2458359.500000000     157.18531   9.54179
2458360.500000000     158.09565   9.18648
2458361.500000000     159.00463   8.82872
2458362.500000000     159.91233   8.46859
2458363.500000000     160.81881   8.10618
2458364.500000000     161.72417   7.74158
2458365.500000000     162.62847   7.37487
2458366.500000000     163.53179   7.00614
2458367.500000000     164.43419   6.63548
2458368.500000000     165.33575   6.26298
2458369.500000000     166.23652   5.88874
2458370.500000000     167.13656   5.51285
2458371.500000000     168.03594   5.13540
2458372.500000000     168.93469   4.75650
2458373.500000000     169.83290   4.37624
2458374.500000000     170.73062   3.99472
2458375.500000000     171.62791   3.61204
2458376.500000000     172.52486   3.22829
2458377.500000000     173.42154   2.84357
2458378.500000000     174.31803   2.45797
2458379.500000000     175.21441   2.07158
2458380.500000000     176.11078   1.68451
2458381.500000000     177.00721   1.29683
2458382.500000000     177.90381   0.90865
2458383.500000000     178.80066   0.52005
2458384.500000000     179.69786   0.13113
2458385.500000000     180.59551  -0.25802
2458386.500000000     181.49370  -0.64732
2458387.500000000     182.39254  -1.03667
2458388.500000000     183.29211  -1.42598
2458389.500000000     184.19254  -1.81516
2458390.500000000     185.09390  -2.20413
2458391.500000000     185.99631  -2.59279
2458392.500000000     186.89986  -2.98105
2458393.500000000     187.80463  -3.36882
2458394.500000000     188.71073  -3.75600
2458395.500000000     189.61824  -4.14249
2458396.500000000     190.52723  -4.52820
2458397.500000000     191.43777  -4.91303
2458398.500000000     192.34995  -5.29687
2458399.500000000     193.26383  -5.67961
2458400.500000000     194.17946  -6.06115
2458401.500000000     195.09691  -6.44138
2458402.500000000     196.01625  -6.82019
2458403.500000000     196.93753  -7.19747
2458404.500000000     197.86082  -7.57310
2458405.500000000     198.78619  -7.94699
2458406.500000000     199.71372  -8.31902
2458407.500000000     200.64346  -8.68908
2458408.500000000     201.57549  -9.05707
2458409.500000000     202.50989  -9.42287
2458410.500000000     203.44673  -9.78639
2458411.500000000     204.38608 -10.14752
2458412.500000000     205.32802 -10.50614
2458413.500000000     206.27262 -10.86215
2458414.500000000     207.21996 -11.21545
2458415.500000000     208.17011 -11.56594
2458416.500000000     209.12315 -11.91350
2458417.500000000     210.07916 -12.25803
2458418.500000000     211.03820 -12.59942
2458419.500000000     212.00036 -12.93759
2458420.500000000     212.96569 -13.27240
2458421.500000000     213.93426 -13.60378
2458422.500000000     214.90614 -13.93159
2458423.500000000     215.88136 -14.25574
2458424.500000000     216.85997 -14.57612
2458425.500000000     217.84200 -14.89260
2458426.500000000     218.82749 -15.20508
2458427.500000000     219.81645 -15.51344
2458428.500000000     220.80889 -15.81757
2458429.500000000     221.80483 -16.11734
2458430.500000000     222.80427 -16.41263
2458431.500000000     223.80721 -16.70333
2458432.500000000     224.81364 -16.98933
2458433.500000000     225.82357 -17.27049
2458434.500000000     226.83699 -17.54672
2458435.500000000     227.85390 -17.81789
2458436.500000000     228.87427 -18.08389
2458437.500000000     229.89811 -18.34461
2458438.500000000     230.92540 -18.59995
2458439.500000000     231.95613 -18.84979
2458440.500000000     232.99027 -19.09402
2458441.500000000     234.02781 -19.33255
2458442.500000000     235.06873 -19.56527
2458443.500000000     236.11300 -19.79207
2458444.500000000     237.16060 -20.01287
2458445.500000000     238.21151 -20.22756
2458446.500000000     239.26569 -20.43606
2458447.500000000     240.32312 -20.63827
2458448.500000000     241.38376 -20.83409
2458449.500000000     242.44757 -21.02345
2458450.500000000     243.51450 -21.20626
2458451.500000000     244.58449 -21.38243
2458452.500000000     245.65748 -21.55187
2458453.500000000     246.73338 -21.71451
2458454.500000000     247.81212 -21.87025
2458455.500000000     248.89358 -22.01903
2458456.500000000     249.97768 -22.16076
2458457.500000000     251.06429 -22.29536
2458458.500000000     252.15331 -22.42277
2458459.500000000     253.24460 -22.54290
2458460.500000000     254.33804 -22.65571
2458461.500000000     255.43351 -22.76111
2458462.500000000     256.53086 -22.85905
2458463.500000000     257.62997 -22.94948
2458464.500000000     258.73070 -23.03235
2458465.500000000     259.83292 -23.10760
2458466.500000000     260.93648 -23.17520
2458467.500000000     262.04125 -23.23510
2458468.500000000     263.14710 -23.28728
2458469.500000000     264.25388 -23.33169
2458470.500000000     265.36145 -23.36833
2458471.500000000     266.46969 -23.39715
2458472.500000000     267.57846 -23.41816
2458473.500000000     268.68763 -23.43133
2458474.500000000     269.79707 -23.43665
2458475.500000000     270.90667 -23.43413
2458476.500000000     272.01630 -23.42377
2458477.500000000     273.12585 -23.40556
2458478.500000000     274.23519 -23.37952
2458479.500000000     275.34421 -23.34566
2458480.500000000     276.45277 -23.30399
2458481.500000000     277.56075 -23.25453
2458482.500000000     278.66800 -23.19731
2458483.500000000     279.77439 -23.13234
2458484.500000000     280.87978 -23.05967
2458485.500000000     281.98402 -22.97931
2458486.500000000     283.08697 -22.89132
2458487.500000000     284.18848 -22.79574
2458488.500000000     285.28842 -22.69260
2458489.500000000     286.38665 -22.58196
2458490.500000000     287.48304 -22.46387
2458491.500000000     288.57745 -22.33839
2458492.500000000     289.66976 -22.20559
2458493.500000000     290.75985 -22.06552
2458494.500000000     291.84760 -21.91826
2458495.500000000     292.93291 -21.76388
2458496.500000000     294.01567 -21.60245
2458497.500000000     295.09579 -21.43406
2458498.500000000     296.17316 -21.25878
2458499.500000000     297.24772 -21.07670
2458500.500000000     298.31938 -20.88790
2458501.500000000     299.38809 -20.69248
2458502.500000000     300.45377 -20.49052
2458503.500000000     301.51639 -20.28211
2458504.500000000     302.57591 -20.06736
2458505.500000000     303.63230 -19.84635
2458506.500000000     304.68553 -19.61918
2458507.500000000     305.73560 -19.38594
2458508.500000000     306.78247 -19.14674
2458509.500000000     307.82612 -18.90167
2458510.500000000     308.86654 -18.65084
2458511.500000000     309.90370 -18.39435
2458512.500000000     310.93758 -18.13231
2458513.500000000     311.96816 -17.86482
2458514.500000000     312.99541 -17.59199
2458515.500000000     314.01933 -17.31394
2458516.500000000     315.03989 -17.03077
2458517.500000000     316.05708 -16.74260
2458518.500000000     317.07090 -16.44955
2458519.500000000     318.08133 -16.15173
2458520.500000000     319.08839 -15.84926
2458521.500000000     320.09207 -15.54225
2458522.500000000     321.09238 -15.23082
2458523.500000000     322.08932 -14.91509
2458524.500000000     323.08293 -14.59519
2458525.500000000     324.07322 -14.27122
2458526.500000000     325.06021 -13.94331
2458527.500000000     326.04394 -13.61158
2458528.500000000     327.02445 -13.27615
2458529.500000000     328.00177 -12.93713
2458530.500000000     328.97597 -12.59464
2458531.500000000     329.94709 -12.24879
2458532.500000000     330.91520 -11.89971
2458533.500000000     331.88038 -11.54750
2458534.500000000     332.84271 -11.19226
2458535.500000000     333.80227 -10.83412
2458536.500000000     334.75914 -10.47317
2458537.500000000     335.71339 -10.10952
2458538.500000000     336.66513  -9.74329
2458539.500000000     337.61440  -9.37457
2458540.500000000     338.56130  -9.00348
2458541.500000000     339.50588  -8.63013
2458542.500000000     340.44821  -8.25463
2458543.500000000     341.38837  -7.87709
2458544.500000000     342.32642  -7.49762
2458545.500000000     343.26242  -7.11634
2458546.500000000     344.19645  -6.73335
2458547.500000000     345.12856  -6.34877
2458548.500000000     346.05883  -5.96271
2458549.500000000     346.98732  -5.57528
2458550.500000000     347.91409  -5.18659
2458551.500000000     348.83922  -4.79677
2458552.500000000     349.76278  -4.40590
2458553.500000000     350.68483  -4.01412
2458554.500000000     351.60545  -3.62153
2458555.500000000     352.52471  -3.22824
2458556.500000000     353.44269  -2.83435
2458557.500000000     354.35947  -2.43999
2458558.500000000     355.27513  -2.04525
2458559.500000000     356.18975  -1.65023
2458560.500000000     357.10344  -1.25504
2458561.500000000     358.01629  -0.85979
2458562.500000000     358.92840  -0.46455
2458563.500000000     359.83988  -0.06944
2458564.500000000       0.75083   0.32545
2458565.500000000       1.66137   0.72005
2458566.500000000       2.57158   1.11424
2458567.500000000       3.48158   1.50795
2458568.500000000       4.39145   1.90107
2458569.500000000       5.30128   2.29351
2458570.500000000       6.21117   2.68518
2458571.500000000       7.12119   3.07597
2458572.500000000       8.03142   3.46580
2458573.500000000       8.94194   3.85455
2458574.500000000       9.85283   4.24214
2458575.500000000      10.76415   4.62846
2458576.500000000      11.67598   5.01342
2458577.500000000      12.58839   5.39690
2458578.500000000      13.50144   5.77882
2458579.500000000      14.41520   6.15908
2458580.500000000      15.32972   6.53756
2458581.500000000      16.24508   6.91417
2458582.500000000      17.16133   7.28881
2458583.500000000      18.07853   7.66137
2458584.500000000      18.99675   8.03176
2458585.500000000      19.91604   8.39987
2458586.500000000      20.83647   8.76562
2458587.500000000      21.75810   9.12889
2458588.500000000      22.68100   9.48960
2458589.500000000      23.60525   9.84765
2458590.500000000      24.53093  10.20296
2458591.500000000      25.45809  10.55543
2458592.500000000      26.38684  10.90499
2458593.500000000      27.31725  11.25153
2458594.500000000      28.24939  11.59499
2458595.500000000      29.18333  11.93527
2458596.500000000      30.11915  12.27230
2458597.500000000      31.05690  12.60597
2458598.500000000      31.99665  12.93621
2458599.500000000      32.93845  13.26293
2458600.500000000      33.88233  13.58604
2458601.500000000      34.82835  13.90545
2458602.500000000      35.77655  14.22106
2458603.500000000      36.72695  14.53280
2458604.500000000      37.67959  14.84056
2458605.500000000      38.63450  15.14426
2458606.500000000      39.59168  15.44381
2458607.500000000      40.55116  15.73911
2458608.500000000      41.51295  16.03007
2458609.500000000      42.47706  16.31660
2458610.500000000      43.44348  16.59861
2458611.500000000      44.41222  16.87601
2458612.500000000      45.38327  17.14871
2458613.500000000      46.35664  17.41662
2458614.500000000      47.33230  17.67964
2458615.500000000      48.31027  17.93771
2458616.500000000      49.29054  18.19073
2458617.500000000      50.27311  18.43862
2458618.500000000      51.25797  18.68132
2458619.500000000      52.24514  18.91873
2458620.500000000      53.23461  19.15080
2458621.500000000      54.22638  19.37744
2458622.500000000      55.22046  19.59859
2458623.500000000      56.21684  19.81419
2458624.500000000      57.21551  20.02416
2458625.500000000      58.21647  20.22845
2458626.500000000      59.21968  20.42698
2458627.500000000      60.22513  20.61969
2458628.500000000      61.23278  20.80651
2458629.500000000      62.24260  20.98739
2458630.500000000      63.25454  21.16226
2458631.500000000      64.26856  21.33106
2458632.500000000      65.28459  21.49373
2458633.500000000      66.30259  21.65021
2458634.500000000      67.32249  21.80044
2458635.500000000      68.34421  21.94437
2458636.500000000      69.36768  22.08195
2458637.500000000      70.39281  22.21311
2458638.500000000      71.41952  22.33782
2458639.500000000      72.44772  22.45602
2458640.500000000      73.47731  22.56766
2458641.500000000      74.50819  22.67270
2458642.500000000      75.54026  22.77110
2458643.500000000      76.57342  22.86282
2458644.500000000      77.60759  22.94783
2458645.500000000      78.64268  23.02610
2458646.500000000      79.67858  23.09760
2458647.500000000      80.71523  23.16231
2458648.500000000      81.75254  23.22021
2458649.500000000      82.79043  23.27127
2458650.500000000      83.82882  23.31549
2458651.500000000      84.86763  23.35285
2458652.500000000      85.90679  23.38335
2458653.500000000      86.94622  23.40697
2458654.500000000      87.98583  23.42372
2458655.500000000      89.02554  23.43358
2458656.500000000      90.06527  23.43656
2458657.500000000      91.10491  23.43266
2458658.500000000      92.14439  23.42189
2458659.500000000      93.18361  23.40424
2458660.500000000      94.22247  23.37974
2458661.500000000      95.26088  23.34838
2458662.500000000      96.29874  23.31019
2458663.500000000      97.33595  23.26518
2458664.500000000      98.37241  23.21337
2458665.500000000      99.40801  23.15478
2458666.500000000     100.44265  23.08943
2458667.500000000     101.47621  23.01735
2458668.500000000     102.50858  22.93858
2458669.500000000     103.53966  22.85314
2458670.500000000     104.56934  22.76106
2458671.500000000     105.59752  22.66240
2458672.500000000     106.62410  22.55718
2458673.500000000     107.64901  22.44546
2458674.500000000     108.67215  22.32727
2458675.500000000     109.69346  22.20268
2458676.500000000     110.71289  22.07172
2458677.500000000     111.73037  21.93445
2458678.500000000     112.74585  21.79093
2458679.500000000     113.75928  21.64121
2458680.500000000     114.77064  21.48534
2458681.500000000     115.77987  21.32339
2458682.500000000     116.78695  21.15541
2458683.500000000     117.79183  20.98147
2458684.500000000     118.79450  20.80162
2458685.500000000     119.79491  20.61594
2458686.500000000     120.79305  20.42448
2458687.500000000     121.78888  20.22732
2458688.500000000     122.78239  20.02451
2458689.500000000     123.77355  19.81613
2458690.500000000     124.76234  19.60225
2458691.500000000     125.74873  19.38294
2458692.500000000     126.73271  19.15827
2458693.500000000     127.71425  18.92832
2458694.500000000     128.69334  18.69316
2458695.500000000     129.66994  18.45287
2458696.500000000     130.64404  18.20753
2458697.500000000     131.61560  17.95723
2458698.500000000     132.58461  17.70204
2458699.500000000     133.55106  17.44206
2458700.500000000     134.51491  17.17737
2458701.500000000     135.47619  16.90805
2458702.500000000     136.43488  16.63419
2458703.500000000     137.39101  16.35588
2458704.500000000     138.34460  16.07321
2458705.500000000     139.29568  15.78625
2458706.500000000     140.24427  15.49510
2458707.500000000     141.19042  15.19983
2458708.500000000     142.13418  14.90054
2458709.500000000     143.07558  14.59730
2458710.500000000     144.01468  14.29021
2458711.500000000     144.95153  13.97933
2458712.500000000     145.88619  13.66477
2458713.500000000     146.81870  13.34659
2458714.500000000     147.74913  13.02489
2458715.500000000     148.67754  12.69974
2458716.500000000     149.60397  12.37124
2458717.500000000     150.52850  12.03946
2458718.500000000     151.45119  11.70450
2458719.500000000     152.37208  11.36643
2458720.500000000     153.29124  11.02534
2458721.500000000     154.20873  10.68131
2458722.500000000     155.12460  10.33445
2458723.500000000     156.03891   9.98482
2458724.500000000     156.95170   9.63254
2458725.500000000     157.86302   9.27768
2458726.500000000     158.77291   8.92035
2458727.500000000     159.68142   8.56064
2458728.500000000     160.58859   8.19865
2458729.500000000     161.49449   7.83447
2458730.500000000     162.39916   7.46821
2458731.500000000     163.30267   7.09995
2458732.500000000     164.20510   6.72980
2458733.500000000     165.10651   6.35783
2458734.500000000     166.00700   5.98414
2458735.500000000     166.90664   5.60883
2458736.500000000     167.80552   5.23198
2458737.500000000     168.70372   4.85368
2458738.500000000     169.60135   4.47401
2458739.500000000     170.49848   4.09307
2458740.500000000     171.39522   3.71094
2458741.500000000     172.29166   3.32771
2458742.500000000     173.18789   2.94346
2458743.500000000     174.08401   2.55829
2458744.500000000     174.98011   2.17228
2458745.500000000     175.87629   1.78551
2458746.500000000     176.77264   1.39807
2458747.500000000     177.66925   1.01006
2458748.500000000     178.56621   0.62156
2458749.500000000     179.46362   0.23266
2458750.500000000     180.36155  -0.15655
2458751.500000000     181.26010  -0.54597
2458752.500000000     182.15933  -0.93551
2458753.500000000     183.05932  -1.32507
2458754.500000000     183.96014  -1.71454
2458755.500000000     184.86185  -2.10382
2458756.500000000     185.76452  -2.49282
2458757.500000000     186.66820  -2.88141
2458758.500000000     187.57298  -3.26950
2458759.500000000     188.47891  -3.65697
2458760.500000000     189.38608  -4.04374
2458761.500000000     190.29456  -4.42968
2458762.500000000     191.20444  -4.81471
2458763.500000000     192.11581  -5.19872
2458764.500000000     193.02874  -5.58160
2458765.500000000     193.94334  -5.96327
2458766.500000000     194.85968  -6.34362
2458767.500000000     195.77785  -6.72256
2458768.500000000     196.69796  -7.09997
2458769.500000000     197.62008  -7.47577
